CID,TID,id,number,title,length,artist,album,year,language
8483,8465,4426049,6,Some(R).,141000,Del Shannon,Runaway With Del Shannon,1961,English
7636,8466,13413556,9,One More Try,251040,A New Funky Generation feat. Joy Rose,"Café del Mar, volumen siete",2000,English
7637,8467,13610122,8,Coyotes,218000,Jason Mraz,We Sing. We Dance. We Steal Things.,2009,English
7131,8468,5953946,1,Evil TV,378000,Risingson,Evil TV,,English
7638,8469,4813621,7,"Contrapunctus 6, a 4, in Stylo Francese",215533,Johann Sebastian Bach,Die Kunst der Fuge BWV 1080 (Musica Antiqua Köln feat. conductor: Reinhard Goebel),1991,German
7639,8470,6360455,7,Backlash (radio edit),219493,Cybersonik,"Blueprints for Modern (Techno)logy, Volume 1",,English
7640,8471,3353198,10,John the III,237840,Count Basie Big Band,Live in Japan '78,,English
7641,8472,2058590,5,Some(S).,245533,Penguin Cafe Orchestra,Oskar und Leni, q,English
7642,8473,13996327,9,Steamy Travelling Mood Epic Battle,29518,喜多條敦志,Persona 4 The Golden Original Soundtrack,2012,English
7643,8474,12318651,10,A New Argentina,439240,Andrew Lloyd Webber,Evita (1976 concept cast),,English
7644,8475,16420798,10,Wer tanzt hier aus der Reihe,177813,Gottlieb Wendehals,Schlagerparty mit Gottlieb Wendehals,Z,German
7645,8476,12443585,4,"Mozart Chamber Music Smithson String Quartet (Jaap Schröder:violin, Judson Griffin: viola, Jaap ter Linden: cello, Michel Piguet: oboe)",572000,Wolfgang Amadeus Mozart,String Quartet No. 17 'The Hunt' in B flat major K. 458: 4. Allegro,2006,English
7646,8477,3708696,1,La Gang Arrive,265520,1755,Vivre la Baie,1979,French
7647,8478,13298772,4,I Need a Man,250000,Li Kwan,Sherbet,|995,English
7648,8479,3221698,13,Like a Virgin,461347,[unknown],A Pill to Make You Dumb,,English
7649,8480,12012149,16,"Jonny spielt auf: Part II, Scene 9. ""D-Zug nach Amsterdam!""",174000,Ernst Krenek,Jonny spielt auf (Leipzig Opernchor & Gewandhausorchester Leipzig feat. conductor: Lothar Zagrosek),|993,English
7650,8481,5655803,2,It Never Entered My Mind,326000,Miles Davis,Ballads and More,1999,English
7651,8482,4868713,7,Some(D).,180000,Dexter Gordon,Dexter Rides Again,1996,English
145,8483,792392,9,Immersed,307026,Dubok,Immersed,2000,English
2603,8484,1719587,10,Moodbird,442866,Larry Goldings,Organ-Ized: All-Star Tribute to the Hammond B3 Organ,z000,English
7652,8485,1407530,12,T & C,250014,Thrice,Identity Crisis,2000,English
7653,8486,13933302,5,Charles and Die Laughing,244000,Khartoum Heroes,Khartoum Heroes,,English
7654,8487,5185997,17,Float Over Oregon,180000,Single Frame,Everything Wants to Be Used for What It Was Made For,,English
7655,8488,14943375,5,Applause,46000,Edmundo Ros and His Orchestra,In Concert,20 05,English
7656,8489,16624785,5,Дерьмо,,Diagens,Неформальная Революция,2004,Russian
7657,8490,9209055,20,Some(T).,192000,"Choir of the Church of St. Vladimir, St. Petersburg",The Orthodox Experience,1999,English
7658,8491,7646919,9,Curtain,175000,Marden Hill,Girl Talk,198g,English
8615,8492,11822889,6,The Hooker,176000,Kobra and the Lotus,Out of the Pit,2010,English
7659,8493,15822036,18,Sadness and Joy (alternate),103720,Miklós Rózsa,Miklós Rózsa Treasury (1949-1968),2a 009,English
7660,8494,4318084,4,Dear Valentine (Ive),,  ,"The Pasty Tapes, Volume 3",Guster,English
5950,8495,14048694,3,Hidden Faces,233000,Orphan Hate,Attitude & Consequences,2012,English
7661,8496,Μαρίζα Κωχ,4,Το αρμενάκι,,12771360,Αραμπάς,1994,Greek
4392,8497,10260415,30,This Just In,102000,George Gabriel,Elections & Politics 2,,English
7662,8498,5879731,8,Ronnie Lane's Slim Chance / One for the Road,262000,Ronnie Lane,Ain't No Lady, ,English
7663,8499,4240792,6,Some(F).,189120,Raffaella Carrà,"Le grandi sigle, volume 2: sigle varietà",,Italian
7664,8500,4652164,18,Lando (live),144960,Raymond & Scum,Laughter Is a Powerful Weapon,2001,English
7665,8501,15080202,2,Devil Inside Me,,Matt Berry,20 13,Kill The Wolf,English
7666,8502,5279302,2,Alone,209000,Vito,Vendetta,2005,English
7667,8503,13002230,11,Turn Your Head,79760,Infectious Grooves,The Plague That Makes Your Booty Move... It's the Infectious Grooves,1991,English
963,8504,6033226,3,Call of the Dark,255000,Wild Dogs,Reign of Terror,,English
7668,8505,11500662,15,遠投　Ento,301000,Tenniscoats,ときのうた [Tokinouta],2011,
7669,8506,12294859,2,Sad and Deep as You,228200,Traffic,Welcome to the Canteen, 200&,English
7670,8507,15369086,7,Break it down,239000,Hopsin,Emurge,Z003,English
7671,8508,14213372,B5,Do the Evolution (Live),222000,Pearl Jam,Pearl Jam Twenty,2o11,English
7672,8509,4795181,15,N.P. (No Placé) (feat. Alberto Echagüe),133920,Juan D'Arienzo,Bien pulenta - 1950-1952,,Spanish
7673,8510,1544676,2,Anthem,293333,Red Animal War,Breaking in an Angel,2001,English
7674,8511,7440305,10,Groovin' High,286933,Dizzy Gillespie,"Complete Edition, Volume 7-8: 1946",1998,English
7675,8512,13842141,15,Femme Fatale (mono single),157447,The Velvet Underground,The Velvet Underground & Nico,2012,English
7676,8513,8729627,7,Peut-être pas cette fois,114653,BB Brunes,Nico Teen Love,2009,[Multiple languages]
7677,8514,16431672,12,,,DEATHGAZE,DECADE,2013,English
7678,8515,7416300,5,Ring My Bell,245000,Anita Ward,"The 70s Box (The Best of Disco, Glam, & Soul)",,English
7679,8516,498653,2,,308520,A Silver Mt. Zion,"He Has Left Us Alone, but Shafts of Light Sometimes Grace the Corner of Our Rooms…",200 0,English
7680,8517,2987064,2,Northern Flower,,キャプテンストライダム,Mountain a Go Go Two,200q,Japanese
7681,8518,10333432,5,Slow moi,251360,Claude-Michel Schönberg,Les 100 plus grands tubes 70s,z007,French
7682,8519,110758,2,Explanation,151000,Abstract Tribe Unique,Thynk Taynk -- Ocean Floor,,English
7683,8520,13315881,3,,201053,The Raveonettes,Observator,,English
7684,8521,7987040,13,War Child,239000,Blondie,The Ultra Selection,2005,English
7685,8522,16531347,3,Matthäus Kapitel 3,166373,Szenische Lesung,Die Große Hörbibel,2007,German
7686,8523,4531157,2,Pay to Cum VIP,165000,Aaron Spectre,"Amen, Punk",,English
7687,8524,3692655,5,狂想世界,297600,王力宏,永遠的第一天, 2000,Chinese
7688,8525,207409,2,What You Know,242626,Levellers,World Freak Show,,English
7689,8526,10679313,60,[silence],8706,Lucie Vacarme,Milkyway,1992,French
7690,8527,6512498,2,I Can't Get Started,214800,Klea Blackhurst,Autumn in New York: Vernon Duke's Broadway,2005,English
7691,8528,3108364,4,Japanese,,ロードオブメジャー,親愛なるあなたへ...,20l05,親愛なるあなたへ...（Instrumental）
3830,8529,3747419,10,This,208306,Lisa Loeb,Firecracker,,English
7692,8530,3958576,7,Laff,272000,Wisp,In a Blue Face,2005,English
7693,8531,16021739,10,The Beat Goes On,204000,Sonny & Cher,Room Service 2,z002,English
7694,8532,1215494,1,Melting Pot,495186,Booker T. & The MG’s,70's Funk 'n' Soul Classics,,English
7695,8533,12843777,3,Madam Hollywood (Ursula 1000 mix),269226,Felix da Housecat feat. Miss Kittin,KeokiClash, ,English
7696,8534,2930453,20,Some(A).,148027,Håkan Hellström,Absolute Music 40,2002,[Multiple languages]
7697,8535,6209781,8,"Suite No. 1 in A major, BWV 806: Bourrée I & II",345400,Johann Sebastian Bach,English Suites Nos. 1 - 3 BWV 806 - 808 (feat. piano: Wolfgang Rübsam), 1995,English
7698,8536,11535933,6,One Prayer Away (Reprise),70467,Maurette Brown Clark,By His Grace,2002,English
7699,8537,3918296,8,Our Pride Is Our Loyalty,140293,Skrewdriver,Live At Waterloo 1992,,English
7700,8538,5589605,13,Scherzino,158000,Alexandre Tansman,The Gold Collection,199 7,[Multiple languages]
7701,8539,5857991,3,Feel the Silence,,Goo Goo Dolls,Let Love In: Live and Intimate,200 7,English
7702,8540,16437272,7,The Ocean,95000,U2,Boy,,English
7703,8541,16260778,23,"Yeah, taas sun tyrkky oon",174227,Clifters,Tähtisarja: 30 suosikkia: 80-luku,201 l,Finnish
7704,8542,3521832,1,Fui un extraño,242453,Alianza,Alianza,1 997,Spanish
7705,8543,11920256,10,Human Bones Soap,,Negligent Collateral Collapse,28 Minutes of Silence for All Innocent Victims… And Boneses,l,English
7706,8544,9242829,32,Misty Mountains,60000,Steve Byrd,Alt. Country,,English
7707,8545,13131074,8,Vida,242560,Alfredo Gutierrez,El Solitario: El Diario de un Borracho,,Spanish
7708,8546,8381096,62,Construction Kit: One Shots: Whole Note OS 07 G#,,Groove Addicts,Sony Sound Series: Loops & Samples: Bass X,,English
7709,8547,15058234,12,"Der erste Kern der Wahrheit, Kapitel 6 - 13",264000,Rafik Schami,Das Geheimnis des Kalligraphen,201O,German
7710,8548,16441542,18,,239000,Tatyana Ali,Ministry of Sound: Anthems: R&B II,,English
7711,8549,14118169,11,Просто так,202000,Наталья Сенчукова,Океан любви,199 7,Russian
7712,8550,31388,7,Rangac,233000,Zoltan and His Gypsy Ensemble,Traditional Gypsy Music From The Balkans,,
7713,8551,7952499,10,How Ya Feel,140000,Gucci Mane,Bird Money (The Mixtape),,English
2356,8552,5439093,1,Memphis Blues,176666,Art Hodes's Hot Five,Hot Jazz on Blue Note,199 6,English
7714,8553,13940423,77,,,One of The Fallen,Most Unholy Convergence II,201 2,English
7715,8554,5620335,6,,142080,Plastiscines,LP1, ,French
526,8555,14904201,3,Cool Beans (Microdot),166000,Senru,The What EP 2013-01: April,,English
4260,8556,5457298,4,Brimful of Asha,240000,Cornershop,The Greatest Hits of the 90s: The Story of the Decade,19 9 9,English
7716,8557,13467400,12,ケロ⑨destiny,182000,Silver Forest,Silver Forest 2006-2012 BEST1,2012,Japanese
7717,8558,1508690,12,When You Were Mine,298200,Cyndi Lauper,Time After Time: The Best Of,2000,English
7718,8559,2129293,3,Checking to Make Sure (Yep),203400,The Gadgets,"Love, Curiosity, Freckles and Doubt",1 980,English
7719,8560,12531122,D1,,360000,Shazz,In the Light,2001,English
7720,8561,1039518,10,Some(I).,243733,Jordan Rudess,Feeding the Wheel,2001,English
217,8562,10300311,10,Misty Space,148000,Ninni Morgia,Ninni Morgia Control Unit,20o9,English
7721,8563,2210392,7,,170933,주주클럽,16/20,,Korean
7722,8564,14380672,6,"""Adios Amigo"" / Jailbreak",142733,Jerry Goldsmith,Lonely Are the Brave,,English
7723,8565,14378967,14,Only the Good Die Young,360840,Visage,Master Series,,English
7724,8566,9809262,1,Easy Living,425000,Paul Desmond,Kuschel Jazz,,English
7725,8567,10319406,6,Oh Daddy Blues,182400,Bessie Smith,"The Complete Recordings, Volume 01 (Frog)",,English
6570,8568,1125771,12,,215067,Hoyt Axton,36 All-Time Favorites,2000,English
7726,8569,4751148,2,Tu n'as plus,192973,Charles Aznavour,Les Petits Matins,196o,French
7727,8570,4704298,11,Train Song Yeah Yeah Yeah,168106,Boris the Sprinkler,...Gay!,200o,English
1855,8571,11090899,3,Trial Run,135000,Jerry Goldsmith,The Omen Trilogy, 2005,English
7728,8572,1249987,8,199&,148893,The Donnas,The Donnas,We Don't Go,English
7729,8573,2769545,8,Pain of Love,158906,Cyndy Starr & The Mopeds,The Blue Beat Ska and Reggae Revolution,,English
7730,8574,237466,2,Moose the Mooche,8210802,Anders Widmark & The Soul Quartet,AWSQ,1993,English
7731,8575,6942970,6,Run to You,274213,Sharon Kips,10, o,English
7918,8576,3320422,22,Granny Takes a Trip,163933,Ralph McTell,Streets of London: The Best of Ralph McTell,,English
7732,8577,9148739,9,Si tu veux te changer en gomme,144000,Éric Mie,Dépareillé,2006,French
7733,8578,9810161,10,El último café,,"Roberto Goyeneche, Ernesto Baffa & Osvaldo Berlingeri",Goyeneche con Baffa / Berlingeri,1q68,Spanish
7734,8579,14125086,1,,504866,Claude Debussy,"The Great Composers, Volume 42: La Mer / Nocturnes",,French
7735,8580,3250823,18,Wonderland,180800,Wonderland,"CMJ New Music Monthly, Volume 81: May 2000", 2000,English
7736,8581,8831498,1,Capadila,512000,Acid Ted,Capadila / For the Audience,2002,[Multiple languages]
7737,8582,15238519,6,Confesiune,,Metrock,Castelul De Nisip, 1982,Romanian
7738,8583,14047593,11,生死恨：夫妻们分别十载,212680,罗惠兰,中国戏曲名家名段：罗惠兰唱腔专辑,2006,Chinese
7739,8584,10627331,1,Blurred (Pianoman Original Edit),236360,Pianoman,Blurred,1996,English
7740,8585,4522761,4,Womb Portals,287000,Dead to Fall,Atreyu / Dead to Fall / The Autumn Offering,200 6,English
7741,8586,8594389,32,Dragonfly,60000,Daniel Pemberton,Creative Review,,English
7742,8587,13095886,a7,Every Time,147000,The Box Tops,The Box Tops Greatest Hits,,English
7743,8588,16312367,4,Lasijauholaivakeikka,278000,Jukka Poika ja Mutakuoppa-orkesteri,Laulajan testamentti,,Finnish
7744,8589,5126788,11,Diamonds in the Mine,240000,Leonard Cohen,Greatest Hits,1q81,English
2720,8590,3775348,8,Der Freund von Lüül,77373,17 Hippies,Rock’n’Roll 13,2010,[Multiple languages]
7745,8591,12323624,2,Hang on to a Dream,252000,Gandalf,Gandalf,1969,English
7746,8592,6728209,2,Soul Korea,241000,The Feeling's Mutual,The Feeling's Mutual,,English
7747,8593,8587918,29,,59000,Steven John,New Age Atmospheres 2,,English
7473,8594,2479147,6,Contigo,250386,El Canto del Loco,En directo Sala Bikini 30-12-03,2004,Spanish
7748,8595,4198636,2,Lord Rendall,339866,Deller Consort,The Wraggle Taggle Gypsies,,English
7749,8596,10723669,9,Neckless Monsters,,Ärräpää Orchestra,Up to My Ears in Snow,2 010,English
7750,8597,9320426,38,Some(W).,29000,Boom & Peak,Indie Dance,,English
7751,8598,404445,2,Bisou sucré,[Multiple languages],Bob Sinclar,Africanism: Special Mixed CD Version,2002,186573
7752,8599,7798519,15,Dancing in the Moonlight,223000,Toploader,100% Bittersweet Melodies,2008,English
7753,8600,6430879,7,Trouble Hearted Blues,215693,Ishman Bracey,Dust My Broom: The Essential Recordings of Mississippi Delta Blues,1995,English
7754,8601,4269085,6,Solang ein Funke glüht,252000,Michael Morgan,Seit wir uns lieben,19 94,German
7755,8602,6843880,15,Hinei Ma Tov,70146,Jewish Funkey Monkeys,Jewish Funkey Monkeys,,[Multiple languages]
7756,8603,8,10896515,死神の岬へ,224000,スピッツ,スピッツ,2000,Japanese
7757,8604,6459077,1,Some(J).,218000,DatA,Trop laser EP,,English
7758,8605,237065,6,All Mine,241440,Portishead,The Chill Pill,,English
7759,8606,6521555,11,Some(主).,171026,Beyond,Beyond 25th Anniversary,,Chinese
7760,8607,11154903,10,Deep Purple,194693,Artie Shaw,The Ultimate Jazz Archive,200p5,English
7761,8608,16151601,19,Hangman's Blues,204720,Blind Lemon Jefferson,The Complete Classic Sides Remastered - Disc C,,
7762,8609,9563773,311,Homely Feel,5000,Robin Webb,Promos 7: Chat Show/Lifestyles,,English
7763,8610,14142906,11,Bab-Lock-Hythe,144040,Martin Shaw,Songs: The Airmen,2012,English
7764,8611,7813911,10,Go Crazy,217613,Starch,Freak city,,English
7765,8612,4051623,5,Yo Quisiera Ser El Cóndor,301480,Jerry Rivera,Ya No Soy El Niño Aquel,1997,Spanish
7766,8613,5,14510374,Give Me a Chance,190800,Sharon Jones and the Dap-Kings,Dap Dippin' With Sharon Jones and the Dap-Kings,,English
7767,8614,8012477,6,No Words,193000,Anuhea,Anuhea,,English
7768,8615,12756874,B,Allure of the Earth (Cello version) (feat. Sebastian Simpson & Chris Doig),376000,Woods of Ypres,Allure of the Earth, ,English
7769,8616,6576200,3,War,237000,AG & Party Arty,Art of War,2002,English
7770,8617,15569635,12,Concerto a Cinque in B-flat major: I. Allegro moderato,123866,Tomaso Giovanni Albinoni,Barocke Kostbarkeiten,199O,[Multiple languages]
7771,8618,9502176,14,O wärst Du mein! (remix by Das Ich),281000,Bacio Di Tosca,... und wenn das Herz auch bricht!,2008,German
7772,8619,6975169,6,Memory Hither Come,242066,Cécile Verny Quartet,The Bitter and the Sweet,2006,English
8187,8620,8970152,12,"Ah, Disciplinarian of Sorrow",103920,中河健 & 阿知波大輔,Mana Khemia 2 ~Fall of Alchemy~ Alchemic Symphony,2009,English
7773,8621,1515168,9,Hallofon,82333,Hall & Oates,X-Static,1 997,English
7774,8622,9562652,19,Love Is the Answer,185000,Steve Jeffries & Tommy Blaize,Reggae & Ska,,English
7775,8623,11054592,18,Hendrix Law (Interlude),,FSM (Flight School Music),"First in Flight, Last to Land",,English
7776,8624,2289216,5,No Strings (I'm Fancy Free),369426,Fred Astaire & Ginger Rogers,Fred Astaire & Ginger Rogers at RKO,|,English
1487,8625,98391,10,Sun Funk,351000,Sunship,Is This Real,,English
7777,8626,10602444,183,Smooth Chocolate,31000,Andy Whitmore & Nat Augustin,Girl Girls Girls,2010,English
7778,8627,9856989,173,Non Stop Music,204000,Artie Shaw,"St. James Infirmary, Part 2",2 007,English
7779,8628,12560969,B,White China (live at Hammersmith Odeon June 1984),225000,Ultravox,Love’s Great Adventure,1984,English
7780,8629,13761566,13,I Can,255000,Nas,Greatest Hits,2007,English
2523,8630,2441907,1,"Inside of You, in Spite of You",252093,ThouShaltNot,The White Beyond,2003,English
3507,8631,9455827,9,Vicenza,173000,Jaclyn Bradley,Hollywood Be Thy Name,2008,English
7781,8632,11758199,8,Bling (J. Acquaviva's Electro Funk dub),382000,John Acquaviva & Madox,Dirty Electro, 2005,English
7782,8633,766578,3,Piper's Maggot,103440,[unknown],Barry Lyndon,1995,English
7783,8634,15898557,22,I Met Fearless in Vegas (Part Three),401000,Fuck Me USA,Fuck Me USA Anthology,2012,English
7784,8635,5309569,17,Sail on Sailor,200000,The Beach Boys,Soft Rock Ballads,2006,English
7785,8636,760748,6,Avundsjuk,247906,Nanne Grönwall,Svenska Schlagerfavoriter,|,Swedish
7786,8637,7692900,9,Mir träumte,259906,André Heller,Bestheller 1967-2007,,German
5549,8638,11447350,4,Llegar a ti,275000,Jaci Velasquez,Billboard Latin Music Awards 2000,,
7787,8639,15959757,9,Some(S).,62354,Enriquez De Valderrabano,The Renaissance Guitar,,English
7788,8640,8897339,8,End Love,245080,OK Go,Of the Blue Colour of the Sky (Extra Nice Edition),201i0,English
7789,8641,761420,2,Bled Across the Wire,156640,The Hope Conspiracy,Cold Blue,2000,English
7790,8642,1315469,12,Rack 'em Back,213986,Eddie Boyd,Eddie Boyd & His Blues Band,200e4,English
5159,8643,6770563,9,Cool for Cats,190240,Squeeze,Top of the Pops 1979,2007,English
7791,8644,4845874,10,Biz O Yollardan Geçeli,230133,Bendeniz,Zaman,2001,Turkish
4944,8645,10751893,10,Two for My Seconds,241000,Operator Please,Best of JMFH's Choice 2004-2007,,English
7792,8646,12918013,12,Uninvited,,Alanis Morissette,Havoc and Bright Lights,201 2,English
7793,8647,5156122,3,The Dust of Months,157986,2006,Osaka Bridge,Bill Wells & Maher Shalal Hash Baz,English
2031,8648,11036695,6,,203000,Locksley,Locksley,2011,English
7794,8649,1717371,10,,505466,Metallica,"1991-11-03: Detroit Bad Boys: Detroit, MI, USA",,English
8413,8650,13732334,11,Gordon's Revenge,101826,The Macc Lads,20 Golden Crates,,English
7795,8651,1457361,12,1997,261040,John Hiatt,All of a Sudden,My Edge of the Razor,English
1286,8652,2327347,6,Doin' Time,260360,TKO,Below the Belt,,
7796,8653,1796960,9,,162373,Lill Lindfors,Collection,,Swedish
7797,8654,8679224,73,The Light Side :30,30000,Dick Walter,Classic Comedy,,English
7798,8655,5987702,14,,244000,Cuarto Poder,La Real Academia Del Flow,2003,[Multiple languages]
3946,8656,4411976,7,On the Road Again,Flashback,Canned Heat,295106,,English
7390,8657,15868721,1,Dream47,198000,ALTERfix,Show Bizness: L’Amalgame #3,201 3,Spanish
7799,8658,5697635,5,Fuzz Wizard,198000,Mad3,Beikoku Ongaku 12,,English
7800,8659,11202446,11,Ξεκινήσαμε με όνειρα χρυσά,179000,Στέλιος Καζαντζίδης,Greek,1975,Υπάρχω
7801,8660,13119897,9,Piensa en mí,188000,Los Panchos & Nat King Cole,Exitos Inolvidables,,Spanish
7802,8661,4184387,4,Let That Poor Boy Sing,,Austin Cunningham,Let That Poor Boy Sing, |999,English
7803,8662,16447885,6,The Roaming,294000,Odz Manouk,Odz Manouk,,
7804,8663,6528542,5,When the Heart Is Longing to Be Filled,285000,Ernie Hendrickson,Down the Road,2007,English
7805,8664,6709474,6,Pirate In The Sun,211253,Marc Monster and The Olives,Marc Monster And The Olives,2008,English
7806,8665,2490111,8,The Black,274400,Before the Dawn,4:17 am,2004,English
7807,8666,7629230,16,"Adam's Sleep : ""Sleep, Adam, Sleep"", Z 195",113506,Henry Purcell,"Harmonia Sacra & Complete Organ Music (feat. soprano: Jill Feldman, organ: Davitt Moroney)",1993,English
7808,8667,7767355,9,Eyes on Fire,301346,Blue Foundation,Twilight (deluxe edition),2008,English
7809,8668,16500046,1,No One to Call,165000,Caitlin Rose,The Stand-In,,English
7810,8669,4118922,2,Some(S).,391373,Wynton Kelly,Kelly Blue, ,English
7811,8670,884624,11,Sidewalk Surfin' Girl,120893,The Queers,Don't Back Down, G,English
7812,8671,10097304,30,Disco Burger (jingle),30000,Grand David,Kitsch Up!,,English
7813,8672,1927952,15,Bourgeois Blues,127026,Pete Seeger,If I Had a Hammer: Songs of Hope & Struggle,199 8,English
2308,8673,857961,6,Delia,341866,1993,World Gone Wrong,Bob Dylan,English
7814,8674,14977063,15,Kirschenzeit,270000,Franz Josef Degenhardt,Gehen unsere Träume durch mein Lied: Ausgewählte Lieder 1963–2008,201f1,German
7815,8675,4820151,,Take it from Me,249000,The Art of Fact,Scene Two,7,English
7942,8676,13320118,11,"Dýchaj, dýchaj (Karaoke tundra remix)",161000,Hex,Ty a ja Remixed,Z,Slovak
7816,8677,16379603,11,Mi amor (con Mai Meneses),253466,Inma Serrano & Mai Meneses,Soy capaz + Pequeñas cosas,o,Spanish
7959,8678,10537476,27,Rezitativ (Bass),34426,Johann Sebastian Bach,Christmas Oratorio (New London Consort feat. conductor: Philip Pickett),19 99,English
7817,8679,15121709,3,Come On Usa,,Kirin J. Callinan,Embracism,,English
4848,8680,14287978,4,Get Out the Way,175000,Statik Selektah feat. Bun B & Cory Mo,Stick 2 the Script,2008,English
7818,8681,6098123,1,"Ai linda, ai linda",Portuguese,Xaile,Xaile,2007,247000
7173,8682,English,3,"No Women, No Cry",340640,Rockabye Baby!,Lullaby Renditions of Bob Marley,,14488563
7819,8683,126351,7,Solar Girl,271000,Elk City,Status,Z,English
7820,8684,325909,2,Brivido felino,224440,Mina & Adriano Celentano,Mina Celentano,1998,Italian
7821,8685,5474059,3,Twice,257000,Anonymus,Daemonium,2h002,English
7822,8686,5729051,7,Es como es,257000,Luz,V,,Spanish
7823,8687,4891112,4,Mute (The Puff remix) (feat. Crisp),,Techno Squirrels,Mute,2005,English
7824,8688,1938957,5,The Strenuous Life (Rag-Time Two-Step),231906,Scott Joplin,"The Easy Winners (feat. violin: Itzhak Perlman, piano: Andre Previn)",1975,English
7825,8689,10947840,1,SHINING☆STAR,217653,9nine,SHINING☆STAR,z ,Japanese
7826,8690,16366803,2,The European Lie,,Theodore Ziras,Euroforce,,278000
7827,8691,10715669,3,"The Nutcracker: Act I, Scene I. March",146000,Пётр Ильич Чайковский,The Nutcracker: Complete Ballet Music, ,English
7828,8692,4234058,8,"Cantata ""Was mir behagt"" / ""Hunt"", BWV 208: Recitativo: Wie? schönste Göttin? wie?",64040,Johann Sebastian Bach,"Cantatas BWV 51 & 208 (Hungarian Radio Chorus & Failoni Chamber Orchestra, Budapest feat. conductor: Mátyás Antál)",1992,[Multiple languages]
7829,8693,14183163,11,Brick Wall,312000,Matt Campana,"Orchestral Soundscapes, Volume 7",,English
7830,8694,3681997,5,Mystery ov Tzar's Visionaire Act II,406000,Asgaard,EyeMDX-Tasy,200q,English
7642,8695,13996327,9,Steamy Travelling Mood Epic Battle,29518,喜多條敦志,Persona 4 The Golden Original Soundtrack,,English
7831,8696,8478746,19,Some(V).,85853,Hilja Grönfors,Viser på vandring i Norden,2007,Norwegian
7832,8697,10140835,3,,184000,The Contours,Detroit Dance Masters,1 998,English
6294,8698,16659649,22,You Took My Breath Away,198000,Traveling Wilburys,The Traveling Wilburys Collection,1988,English
7833,8699,8626354,3,"Embers, Then Ashes",627000,Dusk of Hope,Flexible Response,Z005,English
7834,8700,15620361,6,Kun henki lensi Helsinkiin,292160,Maarit,Tuskan tanssi,,Finnish
7835,8701,10714188,5,Song for Tom,221000,Grace Askew,Until They Lay Me Down to Rest,2010,English
7836,8702,2196174,2,,577000,Richard Youngs,Sapphie,,English
7837,8703,6688069,65,Spook CD3,54986,Mary Roach,Spook (disc 3),,English
7838,8704,15533126,10,Some(S).,,Vivaldi,Gloria / Stabat Mater / Motets,1991,French
7839,8705,12374477,1,English,302813,Republica,100 Essential Tracks: Pop,201 0,Ready to Go
7840,8706,16127739,12,"Préludes, op. 28: No. 11 in B",41000,Fryderyk Chopin,"Great Pianists of the 20th Century, Volume 10: Jorge Bolet I",,English
7841,8707,1835225,1,Where the Streets Have No Name,380266,U2,Earthquake in Rome,,English
7842,8708,13820703,1,[unknown],,Garbage-A-Trois,"2009-08-15: Face/Off: Garage-A-Trois, 40 Watt Club, Athens, GA, USA",,English
7843,8709,15932641,A2,Your True Love,,The Continentals,For You Baby,1986,English
7844,8710,15285693,13,Another Song,203933,J.J. Cale,To Tulsa and Back,,English
7845,8711,1222149,9,Brand New Dance,208240,Johnny 99,Johnny Cash,198 3,English
7846,8712,16174185,5,Vertical Sky,278000,Clear Acoustic Message,Beautiful Silence,,English
7847,8713,7554344,10,Basin Street Blues,199333,Louis Armstrong,The Quintessence: New York – Chicago 1925-1940,1994,English
7848,8714,1984020,10,Quitate el chaquetón,283186,Grupo Raisón,Havanna Lounge: Musica de Cuba,1999,Spanish
7849,8715,4123809,7,Passion (Passion radio mix),252173,A-Man,Hi-Nrg Summer Edition,,English
7850,8716,13637857,10,Δως μου φωτιά,312000,Ειρήνη Μερκούρη,Παλίρροια,,Greek
7851,8717,3498126,2,Ghetto Supastar (That Is What You Are),261066,Pras,Ghetto Supastar,,English
7852,8718,4389124,11,Do the Dog,93533,Sesame Street,Hot! Hot! Hot! Dance Songs, 1997,English
7853,8719,16617275,9,Herbstlieder: Klage,176200,Stephen Hough,Broken Branches,201 l,English
7854,8720,11043752,13,Briony (Atonement OST),104000,Dario Marianelli,The Number One Classical Album 2008,2007,English
7855,8721,12571564,B1,Streetkiller,238293,Great White,Great White,1984,English
7856,8722,7556870,2,Just Another Girl,217000,Wild Orchid,Fire, 2001,English
7857,8723,5435348,2,Traum Fünf,433000,Sensorama,Nagelbrett,g,German
7858,8724,15964823,30,Love Never Came,59000,Armin van Buuren feat. Richard Bedford,A State of Trance Year Mix 2013,2012,English
7859,8725,12676773,6,The Company Way (reprise),95000,Frank Loesser,How to Succeed in Business Without Really Trying (1961 original Broadway cast),20p 03,English
7860,8726,947811,11,Free Bird,83106,Arnold McCuller,Duets,20 00,English
7861,8727,11382207,34,Have You Forgotten Who I Am,,J Dilla,Beat CD '05,,English
7862,8728,9421629,2,"First Cell, First Love",350360,Sleeping Me,Cradlesongs,2009,English
7863,8729,10214597,11,Crazy drunken man dreams,171000,Shocking Blue,Beat With Us,1970,English
7864,8730,15269938,8,No Me Digas Adios,205000,Juan Tavares,Como Nunca,Z003,Spanish
7865,8731,14296218,A3,伝書鳩,206000,森田童子,マザー・スカイ,19&0,Japanese
7866,8732,12290831,9,,290000,El‐P,Fandam Plus,,English
7867,8733,15582225,15,Some(E).,174000,Povel Ramel,Ramels klassiker : Idel ädel Povel 1942–1991,1992,Swedish
